employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital,cluster
915,29,20,1,2,41630,1,15,4,5,1,4,9.0,8.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manager,Single,2
917,25,5,1,4,139730,0,14,3,7,0,7,1.0,7.0,3,2,4.0,3.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Manufacturing Director,Divorced,2
918,39,10,3,2,26840,0,12,2,5,1,0,4.0,7.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Director,Married,2
921,20,18,4,2,37430,1,13,2,2,2,2,1.0,2.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Single,2
923,36,1,3,2,10510,0,14,2,4,1,3,2.0,15.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,2
925,36,8,4,4,103880,0,14,2,3,1,2,0.0,4.0,3,3,4.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
926,36,2,2,2,114160,0,16,2,5,0,4,6.0,13.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,2
931,29,1,2,2,42400,0,14,2,10,0,9,1.0,10.0,3,2,1.0,2.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Divorced,2
932,33,7,3,5,109990,3,18,3,6,0,4,1.0,6.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced,2
934,31,28,4,2,127420,0,11,4,10,0,2,1.0,10.0,3,2,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married,2
935,49,2,4,1,42270,0,18,3,2,2,2,4.0,17.0,3,2,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,2
936,38,29,2,1,39170,3,15,2,4,3,3,1.0,4.0,3,3,4.0,2.0,3.0,0,Travel_Frequently,Sales,Medical,Female,Sales Executive,Single,2
938,49,21,3,2,23800,0,13,3,8,0,0,4.0,23.0,3,1,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,2
939,41,24,4,4,137260,0,12,6,2,0,2,3.0,21.0,3,4,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,2
940,20,1,3,1,47770,1,18,3,2,0,2,1.0,2.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single,2
941,33,18,2,2,63850,0,13,6,6,1,2,1.0,7.0,3,2,3.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,2
942,36,2,2,3,199730,0,12,2,3,0,2,6.0,10.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Married,2
943,44,9,3,3,68610,0,12,2,2,2,2,4.0,8.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,2
945,38,11,2,1,198450,1,11,3,0,0,0,7.0,7.0,3,3,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
946,53,24,3,4,133200,0,11,2,4,1,2,3.0,11.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,2
950,55,23,1,5,23420,2,11,2,4,1,2,5.0,8.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,2
952,60,17,4,1,40250,1,13,5,1,0,0,3.0,19.0,3,2,3.0,4.0,4.0,0,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,2
954,37,13,3,1,119040,1,12,4,6,1,3,1.0,6.0,3,3,3.0,4.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,2
958,35,13,3,3,20420,0,16,2,5,1,4,0.0,6.0,3,3,1.0,4.0,4.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Single,2
960,24,6,3,3,10520,0,13,3,5,0,4,1.0,5.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
962,29,2,2,2,192370,1,11,2,5,1,2,9.0,9.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,2
967,26,9,1,1,106860,1,14,2,3,0,2,1.0,3.0,3,3,4.0,3.0,4.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
969,32,1,1,2,88580,1,16,2,5,1,3,6.0,10.0,3,3,1.0,3.0,2.0,0,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Married,2
970,31,14,2,1,167560,2,11,5,5,0,3,1.0,6.0,3,3,2.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
971,41,2,2,2,107980,2,14,5,3,1,2,6.0,10.0,3,1,3.0,2.0,3.0,0,Non-Travel,Sales,Medical,Male,Research Scientist,Married,2
972,40,22,2,1,23230,1,16,2,1,0,0,2.0,18.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,2
973,24,3,3,1,14160,1,15,3,6,1,2,1.0,6.0,3,2,2.0,1.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,2
976,30,9,4,1,87220,1,17,3,10,0,8,1.0,10.0,3,3,2.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married,2
977,47,3,2,2,39550,1,12,5,1,0,0,7.0,4.0,3,3,3.0,2.0,1.0,0,Non-Travel,Research & Development,Life Sciences,Female,Sales Executive,Married,2
981,23,6,4,3,103220,2,14,2,3,1,2,1.0,3.0,3,3,3.0,2.0,1.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single,2
982,31,3,3,2,46210,1,18,3,5,1,4,2.0,9.0,3,3,4.0,4.0,2.0,0,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,2
984,32,6,3,1,36600,2,11,0,4,0,2,3.0,10.0,3,2,4.0,3.0,1.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,2
986,45,19,4,1,71190,0,15,2,5,0,3,4.0,9.0,3,3,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Married,2
987,30,9,3,1,95820,1,12,2,9,0,7,0.0,10.0,3,3,4.0,1.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Director,Single,2
990,31,3,2,3,77560,2,15,3,5,0,2,1.0,6.0,3,4,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
991,27,3,3,1,66940,1,13,2,6,1,4,1.0,6.0,3,2,3.0,4.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,2
994,30,7,3,3,23130,0,11,5,7,1,7,2.0,12.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,2
995,34,1,2,2,176650,0,11,5,5,1,2,0.0,6.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,2
996,33,2,4,1,25960,1,14,4,11,1,7,8.0,13.0,3,3,4.0,2.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Sales Representative,Single,2
997,49,3,4,1,47280,1,11,4,5,0,4,3.0,8.0,3,3,4.0,4.0,4.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,2
999,38,28,3,1,29790,1,12,3,6,0,5,4.0,9.0,3,3,3.0,2.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,2
1001,29,3,4,2,55930,1,13,3,1,0,0,1.0,1.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Sales Representative,Divorced,2
1002,30,2,1,1,104450,1,18,3,7,1,7,3.0,10.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Married,2
1003,32,10,4,1,87400,1,11,2,7,0,7,2.0,12.0,3,3,2.0,2.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,2
1004,38,8,2,1,25140,0,11,2,1,1,0,3.0,15.0,3,2,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,2
1006,42,1,3,1,174650,1,13,3,5,0,4,8.0,7.0,3,3,2.0,2.0,2.0,0,Travel_Rarely,Human Resources,Other,Female,Healthcare Representative,Divorced,2
1008,33,14,3,1,108200,0,12,2,9,1,7,5.0,11.0,3,3,4.0,2.0,2.0,0,Non-Travel,Research & Development,Other,Male,Research Scientist,Divorced,2
1009,41,5,3,1,121690,0,19,2,5,0,4,1.0,5.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Divorced,2
1011,53,10,4,2,20700,2,13,2,3,0,2,4.0,27.0,3,4,1.0,3.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Married,2
1012,43,16,2,1,67820,1,16,2,9,1,8,0.0,10.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single,2
1013,34,10,2,5,77790,1,12,2,2,2,2,5.0,6.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,2
1015,38,8,2,2,32010,1,11,3,5,0,4,1.0,5.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,2
1017,31,8,5,5,131200,2,12,6,12,5,7,1.0,13.0,3,2,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
1018,51,1,4,1,40330,0,14,2,2,2,2,2.0,15.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,2
1019,37,24,1,2,32910,3,16,2,5,0,3,1.0,5.0,3,2,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
1020,46,3,4,1,42720,0,13,3,2,2,2,7.0,24.0,3,4,3.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Divorced,2
1026,28,9,3,2,47660,0,12,3,5,0,3,1.0,5.0,3,3,3.0,4.0,4.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,2
1027,39,3,4,2,26100,0,12,2,4,2,2,7.0,9.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single,2
1028,46,9,2,2,57310,0,17,2,2,2,2,8.0,6.0,3,3,2.0,2.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,2
1029,40,2,2,1,25390,1,12,3,4,0,2,4.0,7.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,2
1030,42,7,4,2,57140,0,11,2,0,0,0,5.0,10.0,3,3,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,2
1031,35,10,1,2,43230,3,18,3,7,1,7,2.0,15.0,3,3,2.0,4.0,3.0,0,Non-Travel,Sales,Life Sciences,Female,Research Director,Divorced,2
1035,39,2,1,2,51550,1,18,3,2,2,2,2.0,7.0,3,2,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Divorced,2
1036,43,8,5,3,22580,0,18,2,3,1,2,4.0,7.0,3,3,1.0,3.0,2.0,0,Non-Travel,Human Resources,Medical,Female,Sales Executive,Single,2
1037,41,3,3,3,35970,1,13,2,3,1,2,3.0,11.0,3,1,2.0,2.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2
1039,30,26,3,2,44200,0,11,3,7,0,2,9.0,9.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Manager,Single,2
1042,40,27,2,3,102740,0,18,3,5,0,3,4.0,12.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,2
1043,34,2,3,2,53430,0,14,5,10,4,8,1.0,10.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
1045,35,8,1,3,53460,0,14,3,5,0,3,0.0,6.0,3,2,2.0,3.0,4.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,2
1048,54,27,4,1,31310,0,14,3,7,1,7,4.0,14.0,3,2,4.0,4.0,2.0,0,Travel_Rarely,Sales,Medical,Male,Research Scientist,Married,2
1049,31,8,4,3,25520,0,18,2,3,2,2,2.0,9.0,3,3,1.0,1.0,3.0,0,Travel_Frequently,Sales,Other,Female,Manufacturing Director,Married,2
1050,28,1,2,3,44770,0,15,6,3,1,2,1.0,3.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married,2
1051,38,19,3,2,64740,2,13,3,4,0,3,2.0,20.0,3,1,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,2
1052,26,8,3,1,30330,0,12,2,5,1,2,1.0,5.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Healthcare Representative,Single,2
1053,58,10,4,1,29360,1,13,3,2,2,2,2.0,23.0,3,3,1.0,3.0,3.0,0,Travel_Frequently,Research & Development,Technical Degree,Female,Sales Representative,Married,2
1058,36,2,3,5,22900,0,11,5,1,0,0,4.0,15.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Female,Laboratory Technician,Married,2
1060,27,8,4,5,21070,0,13,2,5,0,2,0.0,6.0,3,3,4.0,4.0,2.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Single,2
1062,32,9,4,4,43270,0,13,4,0,0,0,8.0,4.0,3,3,4.0,4.0,4.0,0,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,2
1063,42,11,3,1,178560,0,18,2,6,3,3,3.0,10.0,3,3,3.0,3.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Manager,Married,2
1064,47,2,2,5,31960,1,14,3,2,2,0,4.0,7.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,2
1066,28,7,3,1,89660,1,16,3,3,2,2,1.0,3.0,3,2,3.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Divorced,2
1067,29,16,3,1,22100,1,11,4,7,1,6,8.0,11.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,2
1068,42,2,4,2,45390,1,17,5,0,0,0,4.0,8.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Research Director,Single,2
1071,27,2,3,5,45410,2,14,4,9,5,8,1.0,9.0,3,4,2.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married,2
1079,55,2,3,1,27810,1,13,2,5,0,4,8.0,19.0,3,3,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Married,2
1080,28,29,2,2,68520,1,18,2,1,0,0,1.0,1.0,3,4,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,2
1083,36,11,3,1,131910,1,14,2,10,1,7,1.0,10.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,2
1084,31,2,4,5,103770,0,14,2,10,0,2,1.0,10.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,2
1085,34,14,2,1,22350,1,14,2,5,1,0,2.0,9.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,2
1086,29,5,5,1,105020,0,12,4,3,1,2,3.0,11.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single,2
1087,37,7,2,1,20110,0,13,4,5,0,4,5.0,16.0,3,4,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,2
1089,45,3,3,2,37600,1,14,2,9,3,8,0.0,10.0,3,2,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married,2
1090,36,5,3,4,177790,1,17,5,10,0,8,1.0,10.0,3,1,2.0,4.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,2
1092,26,26,2,2,68120,0,13,2,1,1,0,1.0,1.0,3,2,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married,2
1095,44,1,2,4,187110,1,12,0,2,2,2,2.0,10.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Manager,Married,2
1098,36,13,3,3,25170,0,14,3,4,1,3,2.0,12.0,3,3,3.0,2.0,1.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,2
1099,41,5,3,1,66230,0,18,3,5,1,4,5.0,14.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,2
1102,34,8,1,3,25850,0,12,5,4,0,1,3.0,9.0,3,3,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,2
1105,45,8,4,2,29940,1,18,2,4,0,3,4.0,12.0,3,3,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Single,2
1106,33,1,3,5,12230,1,13,3,10,0,9,1.0,10.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,2
1107,28,8,3,4,11180,0,11,3,7,0,7,1.0,7.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married,2
1109,39,8,5,2,188240,1,19,4,3,1,2,6.0,10.0,3,3,1.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Sales Representative,Married,2
1110,27,3,2,2,135770,1,12,2,5,1,2,1.0,6.0,3,3,2.0,2.0,2.0,0,Travel_Rarely,Sales,Technical Degree,Male,Healthcare Representative,Married,2
1113,47,1,4,1,45380,0,11,3,8,1,7,8.0,16.0,3,3,3.0,2.0,4.0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,2
1114,56,4,3,2,198470,0,14,6,0,0,0,4.0,6.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married,2
1120,49,11,4,2,35060,1,11,4,5,4,3,3.0,28.0,3,2,2.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married,2
1121,42,1,3,1,23720,1,12,3,0,0,0,3.0,14.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,2
1123,35,25,1,1,54100,0,18,4,5,0,4,0.0,6.0,3,3,2.0,1.0,1.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
1124,28,21,1,3,79780,2,16,2,5,1,4,1.0,5.0,3,3,3.0,3.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,2
1125,31,23,1,1,38670,1,11,4,4,2,3,1.0,4.0,3,4,3.0,1.0,4.0,0,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,2
1126,36,1,3,2,28380,2,19,5,5,0,2,1.0,5.0,3,1,1.0,2.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,2
1127,34,2,3,4,46950,1,16,2,14,2,1,1.0,14.0,3,3,1.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Single,2
1128,34,19,3,1,33390,0,16,2,8,1,1,1.0,9.0,3,2,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Divorced,2
1129,26,2,2,2,20800,0,13,6,7,7,6,0.0,8.0,3,4,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2
1131,32,3,1,3,62090,1,17,5,5,1,2,5.0,9.0,3,4,3.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,2
1134,38,9,2,3,23720,0,12,3,1,0,0,4.0,20.0,3,2,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Representative,Single,2
1135,35,5,3,2,48830,1,18,1,10,0,9,1.0,10.0,3,1,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married,2
1136,27,2,3,1,39040,0,15,2,7,0,7,1.0,7.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,2
1137,32,8,1,2,46270,1,17,2,1,0,0,8.0,8.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,2
1140,54,14,3,3,66740,1,17,2,4,2,3,3.0,9.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,2
1141,33,2,4,4,168800,3,14,2,9,2,8,1.0,9.0,3,3,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Divorced,2
1142,43,3,3,1,90940,1,12,0,10,0,9,1.0,10.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,2
1143,38,2,5,4,84460,0,14,3,6,1,2,0.0,7.0,3,2,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married,2
1145,31,6,3,1,45340,0,13,2,1,0,0,1.0,1.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Other,Male,Manufacturing Director,Divorced,2
1149,54,1,3,2,23620,1,13,2,5,1,4,6.0,9.0,3,4,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Single,2
1150,24,5,4,1,178610,2,11,5,4,1,2,1.0,4.0,3,1,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,2
1151,23,7,3,2,191870,1,11,2,5,1,4,1.0,5.0,3,3,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2
1154,25,20,5,2,85000,0,12,2,2,1,2,4.0,6.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,2
1155,30,20,4,2,46610,0,11,3,12,1,7,1.0,12.0,3,2,4.0,2.0,2.0,0,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married,2
1156,25,7,2,5,41030,1,15,2,2,0,2,6.0,7.0,3,3,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced,2
1158,33,1,3,2,140260,0,12,4,1,0,0,1.0,1.0,3,3,2.0,3.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,2
1160,31,10,4,3,61250,1,13,3,2,1,2,0.0,3.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married,2
1162,42,6,3,2,100080,1,19,3,4,1,2,6.0,9.0,3,1,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,2
1163,41,2,2,1,23870,1,17,1,5,1,0,3.0,12.0,3,1,4.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Married,2
1165,35,4,3,2,78980,0,15,2,2,2,2,7.0,5.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,2
1166,22,12,1,2,25340,0,11,1,3,1,2,0.0,4.0,3,3,4.0,3.0,4.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Sales Executive,Single,2
1168,33,3,4,3,16110,0,14,2,9,8,1,0.0,10.0,3,2,2.0,4.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Married,2
1169,32,3,2,3,53630,0,13,4,6,4,1,1.0,6.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,2
1170,40,1,4,2,50710,1,17,3,1,0,0,8.0,8.0,3,2,1.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,2
1171,32,1,2,3,136950,0,13,3,2,2,2,0.0,3.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married,2
1172,39,4,4,1,134020,1,14,1,7,1,7,7.0,18.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,2
1177,52,2,4,1,46140,1,16,3,9,0,0,2.0,16.0,3,3,1.0,4.0,2.0,0,Non-Travel,Research & Development,Other,Male,Manager,Divorced,2
1178,44,8,1,1,26100,0,15,2,4,1,2,6.0,6.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Single,2
1179,21,10,5,3,66870,3,19,0,2,1,2,1.0,2.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Medical,Male,Research Scientist,Single,2
1180,39,3,4,2,47240,1,12,4,6,1,3,2.0,21.0,3,4,4.0,4.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Single,2
1182,36,24,3,2,61200,0,19,2,9,3,4,0.0,10.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,2
1183,36,16,1,2,105960,0,15,3,4,0,2,7.0,18.0,3,2,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Sales Executive,Divorced,2
1189,34,1,3,1,62320,1,13,3,8,1,7,1.0,8.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,2
1191,41,1,5,1,40810,0,13,3,5,0,4,2.0,14.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,2
1192,32,9,4,2,57690,0,11,3,4,1,2,1.0,4.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Single,2
1193,35,16,3,2,23940,1,16,3,9,1,7,1.0,9.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,2
1197,45,24,3,1,36290,1,16,2,5,0,1,8.0,8.0,3,4,4.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Single,2
1200,40,17,4,1,35780,1,14,2,5,0,2,2.0,20.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,2
1201,35,14,1,2,79880,0,18,3,4,1,1,1.0,4.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married,2
