employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital,cluster
821,44,26,1,1,107610,1,11,5,20,14,17,3.0,24.0,3,2,4.0,1.0,4.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,1
823,46,4,2,3,138260,0,11,1,13,5,1,8.0,23.0,3,2,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1
827,34,2,3,2,28180,1,13,2,10,8,6,1.0,10.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married,1
829,50,6,3,1,23420,1,12,2,32,13,9,1.0,32.0,3,2,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Manager,Single,1
830,34,25,5,1,41940,2,17,3,11,5,7,0.0,12.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married,1
836,42,1,4,2,31620,2,17,1,20,13,9,2.0,24.0,3,3,4.0,4.0,1.0,0,Travel_Frequently,Human Resources,Technical Degree,Male,Manufacturing Director,Married,1
838,33,9,3,2,28990,0,17,3,15,5,7,1.0,15.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,1
839,40,5,5,1,52310,2,12,4,21,7,7,1.0,21.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single,1
846,48,12,4,1,55620,1,13,2,8,7,7,8.0,18.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
854,53,19,3,2,25590,0,25,2,33,1,9,0.0,34.0,4,3,3.0,4.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,1
857,48,2,5,1,47650,1,12,4,8,7,6,8.0,10.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,1
859,55,11,1,1,26930,0,18,6,36,2,13,1.0,36.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,1
867,39,2,2,1,20080,0,12,3,7,7,6,2.0,11.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1
873,35,4,3,2,74030,1,12,4,10,6,8,1.0,10.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,1
874,34,25,1,1,22590,0,14,2,8,7,7,1.0,8.0,3,3,4.0,3.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married,1
878,46,12,4,1,23320,0,11,2,26,0,12,1.0,27.0,3,3,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,1
881,50,3,3,2,42940,0,20,2,30,12,13,2.0,32.0,4,2,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,1
891,39,6,2,3,106090,1,17,2,7,7,7,2.0,10.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1
899,40,22,1,1,56660,1,14,2,18,14,12,1.0,18.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1
900,35,29,3,2,78230,1,13,3,14,2,9,1.0,15.0,3,3,3.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Sales Executive,Married,1
903,45,28,3,2,50670,2,11,3,10,3,9,1.0,10.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,1
906,37,22,3,2,174440,0,14,4,8,7,7,1.0,8.0,3,3,2.0,2.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1
920,50,2,2,3,43770,1,12,2,14,1,11,5.0,19.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced,1
922,34,10,3,3,41480,0,11,3,11,7,9,1.0,11.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
924,49,6,2,2,107390,3,11,3,15,2,12,2.0,30.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Female,Research Scientist,Married,1
927,54,24,3,1,26000,0,14,5,10,4,7,3.0,36.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married,1
928,43,2,4,1,24220,1,11,2,14,6,11,1.0,14.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1
930,38,19,2,2,24510,1,12,3,13,2,9,7.0,19.0,3,3,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,1
947,48,10,2,1,63470,1,12,3,9,7,7,2.0,19.0,3,1,4.0,3.0,3.0,1,Travel_Frequently,Sales,Marketing,Male,Healthcare Representative,Married,1
951,34,28,3,2,176500,1,19,6,15,4,13,1.0,15.0,3,1,2.0,4.0,4.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married,1
953,33,3,3,3,97250,0,11,0,14,2,13,1.0,14.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married,1
955,34,7,2,1,21770,0,13,5,10,8,7,1.0,10.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1
957,44,1,3,1,48340,0,14,1,8,6,7,1.0,9.0,3,4,3.0,4.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married,1
959,43,25,4,2,22200,0,11,2,10,8,8,1.0,10.0,3,1,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,1
961,41,6,4,1,28210,0,17,3,10,8,7,1.0,10.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single,1
963,36,1,4,3,41070,1,11,2,13,6,7,3.0,17.0,3,1,3.0,4.0,2.0,0,Travel_Rarely,Human Resources,Life Sciences,Female,Research Scientist,Single,1
964,45,2,3,2,83960,2,15,3,23,14,4,3.0,25.0,3,2,3.0,3.0,2.0,0,Non-Travel,Sales,Life Sciences,Female,Manufacturing Director,Married,1
966,47,1,3,2,196270,2,11,1,23,14,10,7.0,25.0,3,3,3.0,3.0,1.0,1,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married,1
968,45,1,4,1,29420,1,22,4,21,8,6,1.0,21.0,4,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,1
974,46,6,3,4,46150,0,12,3,10,0,9,6.0,19.0,3,2,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single,1
983,39,3,3,2,109760,0,11,3,9,5,8,1.0,9.0,3,2,4.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1
985,40,6,3,3,104820,1,11,6,21,12,8,1.0,21.0,3,2,2.0,2.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single,1
1021,36,27,3,4,50560,0,12,2,12,5,7,7.0,15.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,1
1023,37,19,2,2,27030,0,14,2,10,4,7,2.0,19.0,3,3,3.0,2.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Divorced,1
1025,33,8,5,2,82240,0,19,3,10,7,6,6.0,14.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1
1032,38,6,4,3,73360,0,11,3,11,3,8,5.0,13.0,3,3,1.0,2.0,3.0,0,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,1
1038,41,1,1,3,25150,0,18,2,22,13,5,0.0,23.0,3,2,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,1
1044,58,2,4,1,23760,1,12,3,16,14,14,4.0,37.0,3,3,2.0,2.0,2.0,0,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
1046,47,19,5,2,28270,1,14,3,22,14,10,8.0,28.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,1
1047,40,1,4,2,199430,1,13,3,7,7,7,2.0,15.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,1
1057,45,1,4,1,170480,0,15,3,8,5,7,4.0,10.0,3,2,3.0,3.0,4.0,0,Non-Travel,Sales,Technical Degree,Male,Research Scientist,Married,1
1061,29,6,2,1,41150,0,11,1,11,3,10,1.0,11.0,3,3,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Married,1
1070,46,23,1,2,34910,0,14,0,19,2,8,2.0,25.0,3,3,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1
1073,43,1,3,1,73790,2,13,3,16,6,14,7.0,21.0,3,2,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1
1074,48,2,3,2,62720,0,14,3,22,12,9,4.0,29.0,3,2,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,1
1091,40,3,3,1,68330,0,13,3,19,11,16,2.0,22.0,3,3,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Divorced,1
1094,48,2,3,2,197400,0,14,2,22,4,7,3.0,24.0,3,4,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Divorced,1
1100,42,7,3,2,182650,1,12,4,13,5,7,9.0,18.0,3,3,3.0,1.0,4.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married,1
1111,34,9,4,2,26250,3,12,4,15,6,11,1.0,16.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1
1115,39,1,3,1,105120,1,12,2,10,7,9,1.0,10.0,3,3,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,1
1116,38,4,2,1,44440,0,13,2,20,0,7,1.0,20.0,3,3,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,1
1132,31,25,5,2,180610,1,14,2,10,8,7,1.0,10.0,3,3,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,Technical Degree,Female,Human Resources,Married,1
1144,55,9,3,2,119160,1,15,3,10,1,4,4.0,35.0,3,2,3.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married,1
1146,39,4,3,2,98520,1,12,5,20,11,10,0.0,21.0,3,2,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,1
1147,42,10,4,2,61510,1,13,3,20,3,7,1.0,20.0,3,3,4.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Female,Research Scientist,Single,1
1148,31,14,2,2,23020,0,14,3,11,4,8,4.0,13.0,3,3,3.0,3.0,4.0,0,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1
1153,40,8,1,5,35440,3,18,3,11,5,10,3.0,15.0,3,2,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,1
1157,47,1,4,2,42490,1,13,2,17,12,11,2.0,25.0,3,2,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,1
1159,38,19,3,2,68930,0,17,3,15,5,8,0.0,16.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1161,38,1,4,2,36690,0,19,2,8,7,7,2.0,10.0,3,3,1.0,3.0,3.0,0,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,1
1164,47,21,2,1,46390,1,11,2,13,5,12,0.0,14.0,3,2,3.0,2.0,1.0,0,Non-Travel,Research & Development,Medical,Male,Sales Executive,Married,1
1173,38,20,4,2,20290,1,11,3,18,1,11,3.0,20.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Research Director,Married,1
1174,32,18,3,2,63770,2,12,3,14,5,7,1.0,14.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,1
1175,37,1,3,4,54290,1,17,3,16,6,8,1.0,16.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1186,42,17,1,3,99980,2,24,3,22,4,14,5.0,24.0,4,2,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1
1188,41,13,4,1,109200,1,15,3,20,0,10,0.0,21.0,3,4,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1
1190,36,1,1,1,132470,0,14,3,15,11,11,1.0,15.0,3,3,4.0,4.0,2.0,0,Non-Travel,Sales,Medical,Female,Human Resources,Divorced,1
1205,39,25,3,2,197010,0,11,3,20,9,6,0.0,21.0,3,4,2.0,4.0,2.0,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,1
1228,29,16,2,4,36460,0,14,3,10,8,8,1.0,10.0,3,4,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,1
1231,53,11,3,2,21090,0,13,3,25,3,7,2.0,31.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,1
1235,34,24,3,4,27420,1,11,2,12,2,11,0.0,13.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single,1
1238,53,2,1,5,31620,0,15,4,14,4,8,4.0,26.0,3,3,3.0,3.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Human Resources,Divorced,1
1241,44,3,1,1,23450,2,15,0,22,5,17,3.0,24.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1
1258,41,20,4,2,102090,1,13,2,22,15,8,1.0,23.0,3,3,2.0,3.0,3.0,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,1
1259,34,7,2,1,86200,1,13,2,9,8,7,0.0,10.0,3,2,2.0,3.0,3.0,0,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Single,1
1268,33,29,4,1,31800,1,14,2,15,8,12,1.0,15.0,3,3,1.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Female,Human Resources,Single,1
1273,32,21,3,2,23620,0,11,2,9,7,8,1.0,9.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Married,1
1274,38,25,3,2,163280,3,17,2,10,9,9,1.0,10.0,3,3,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Single,1
1275,50,2,4,4,83760,3,14,2,27,13,8,5.0,29.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Divorced,1
1276,59,1,3,1,166060,0,11,6,21,7,9,7.0,28.0,3,3,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,1
1277,36,1,2,2,86060,2,14,3,17,12,8,1.0,17.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,1
1289,35,2,4,2,101240,1,14,2,15,2,8,0.0,16.0,3,4,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,1
1296,38,11,1,2,24300,2,13,2,13,1,9,7.0,17.0,3,4,2.0,4.0,3.0,0,Non-Travel,Sales,Marketing,Male,Laboratory Technician,Divorced,1
1303,40,6,3,1,60770,2,16,2,22,11,11,1.0,22.0,3,2,3.0,2.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,1
1306,46,12,1,1,20740,1,15,3,10,9,5,2.0,21.0,3,3,3.0,1.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,1
1307,32,15,3,1,101690,0,14,6,11,5,7,1.0,12.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single,1
1311,58,8,4,2,29720,0,14,2,37,1,8,0.0,38.0,3,4,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single,1
1319,50,3,4,4,61420,2,13,3,8,0,7,3.0,28.0,3,2,1.0,2.0,2.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,1
1323,51,1,3,1,20730,1,14,4,13,12,8,3.0,23.0,3,3,1.0,1.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single,1
1325,54,9,3,1,196130,0,17,5,5,4,4,2.0,23.0,3,3,4.0,4.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1
1332,43,3,4,1,24080,1,12,3,25,4,12,1.0,25.0,3,3,3.0,4.0,4.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Married,1
1336,51,3,2,2,190490,1,14,2,20,15,15,7.0,23.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Sales Representative,Single,1
1339,58,2,2,1,43850,1,13,2,40,15,6,1.0,40.0,3,2,4.0,4.0,2.0,1,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married,1
1342,49,2,3,1,47240,1,11,3,15,5,11,1.0,16.0,3,2,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1350,39,7,3,1,196580,1,13,3,15,5,9,4.0,17.0,3,4,4.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1
1360,41,10,2,3,79450,1,12,6,7,7,7,4.0,21.0,3,2,4.0,1.0,2.0,0,Travel_Frequently,Sales,Medical,Female,Manufacturing Director,Divorced,1
1363,40,26,4,2,54400,1,12,2,20,2,13,1.0,20.0,3,3,2.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,1
1366,45,1,4,1,25800,3,17,3,17,0,15,8.0,20.0,3,3,2.0,2.0,1.0,0,Travel_Rarely,Sales,Technical Degree,Male,Research Scientist,Divorced,1
1371,40,11,2,4,52950,0,18,4,12,2,11,7.0,15.0,3,3,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,1
1386,30,1,3,1,54700,1,18,2,12,6,10,1.0,12.0,3,3,3.0,1.0,3.0,0,Non-Travel,Sales,Medical,Female,Sales Executive,Divorced,1
1391,46,10,3,2,153790,0,12,1,24,15,7,1.0,24.0,3,1,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,1
1399,40,11,3,2,70050,2,20,2,20,9,9,1.0,21.0,4,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1400,55,6,1,2,26550,0,17,0,24,2,15,8.0,36.0,3,2,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1
1403,52,2,4,2,35370,1,11,3,33,11,9,0.0,34.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married,1
1407,45,9,2,1,95250,0,19,3,20,11,8,9.0,22.0,3,3,1.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Sales Executive,Married,1
1423,32,5,3,1,34770,0,11,2,14,9,8,1.0,14.0,3,4,4.0,4.0,2.0,1,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,1
1424,30,17,4,2,64300,1,12,2,11,5,8,1.0,12.0,3,2,3.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Single,1
1426,51,2,1,1,39070,0,13,2,10,4,7,5.0,16.0,3,3,2.0,2.0,1.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,1
1431,45,2,3,2,103680,2,12,2,19,12,8,6.0,23.0,3,3,4.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,1
1436,38,1,2,4,64720,0,12,4,16,5,13,0.0,17.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
1439,37,2,3,2,97560,0,19,2,9,5,8,4.0,13.0,3,3,1.0,4.0,3.0,0,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Divorced,1
1444,42,7,4,2,34450,2,11,2,22,11,15,1.0,22.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1450,52,2,3,1,45070,0,14,3,33,15,12,1.0,33.0,3,2,1.0,3.0,4.0,0,Non-Travel,Research & Development,Technical Degree,Male,Sales Executive,Single,1
1457,45,18,1,2,58110,0,14,4,24,1,7,0.0,25.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Married,1
1460,34,26,3,1,190380,0,13,3,11,5,9,6.0,13.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Other,Female,Sales Executive,Married,1
1464,39,22,3,1,129650,1,19,2,19,11,8,0.0,20.0,3,3,3.0,3.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,1
1470,40,28,3,2,54680,0,12,6,21,3,9,0.0,22.0,3,4,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
1476,46,8,3,4,40710,0,13,5,7,7,7,3.0,28.0,3,3,3.0,2.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,1
1481,45,17,2,2,79910,2,13,2,20,4,10,0.0,21.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1
1482,36,28,1,1,33770,2,12,2,15,10,11,0.0,16.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1
1483,55,14,4,1,55380,0,17,2,36,4,13,0.0,37.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single,1
1484,47,1,1,1,57620,2,11,4,10,9,9,1.0,10.0,3,2,1.0,2.0,2.0,1,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,1
1490,38,8,3,1,68700,1,11,5,8,7,7,1.0,8.0,3,3,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,1
1494,42,4,4,1,89260,0,14,4,20,11,6,1.0,20.0,3,1,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1
1498,37,5,1,1,27050,0,11,2,17,5,7,1.0,17.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single,1
1504,36,5,3,3,54050,0,14,2,8,7,7,4.0,10.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,1
1508,42,2,2,3,29560,0,13,2,20,4,8,5.0,23.0,3,3,3.0,2.0,4.0,0,Travel_Frequently,Sales,Marketing,Male,Research Director,Married,1
1510,35,20,2,1,51540,0,19,2,11,6,9,0.0,12.0,3,2,3.0,2.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Married,1
1513,41,29,1,1,23790,0,12,6,22,0,4,1.0,22.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1
1524,45,3,1,1,35400,0,13,6,24,9,11,1.0,24.0,3,3,1.0,1.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Divorced,1
1526,33,9,3,4,193920,1,12,3,10,8,8,6.0,12.0,3,3,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,1
1527,39,1,4,1,196650,1,22,6,21,11,10,1.0,21.0,4,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1
1532,32,1,3,3,26620,1,11,6,13,11,9,1.0,13.0,3,4,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1
1538,31,2,1,1,97130,0,17,5,10,8,9,1.0,10.0,3,2,3.0,3.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married,1
1539,39,19,4,1,20620,0,13,4,21,13,3,1.0,21.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,1
1547,45,3,1,1,171740,1,14,6,10,9,8,9.0,12.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1
1554,38,28,4,1,65830,0,12,1,11,2,9,0.0,12.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1
1555,31,6,3,3,81030,1,15,5,11,4,10,1.0,11.0,3,3,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Manager,Single,1
1557,35,16,2,3,25440,1,13,3,16,0,13,0.0,17.0,3,4,3.0,2.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Male,Manager,Single,1
1566,37,8,5,2,54670,0,12,2,7,6,7,4.0,13.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,1
1572,36,6,3,2,47710,1,13,2,13,1,12,4.0,16.0,3,3,1.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married,1
1599,37,10,1,1,133410,1,14,3,18,12,17,1.0,18.0,3,3,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Divorced,1
1603,43,10,2,1,46170,0,11,2,25,3,9,1.0,25.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,1
1607,31,10,4,3,21870,1,15,2,13,3,12,1.0,13.0,3,2,2.0,1.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married,1
1614,56,20,4,3,53210,0,14,1,7,7,7,9.0,36.0,3,3,3.0,1.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Married,1
1624,60,10,3,1,22690,1,18,4,29,11,10,5.0,33.0,3,3,1.0,1.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1
1625,46,19,4,1,41080,0,14,5,10,0,8,2.0,19.0,3,2,3.0,3.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,1
1630,40,26,4,1,34820,1,18,2,20,1,12,0.0,21.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1
