employee_id,age,dfh,edu,job_level,income,stock_option,salary_increase,training,years_company,years_promotion,years_manager,num_companiesworked,years_working,performance,job_involvement,satisfaction_environment,satisfaction_job,wlb,attrition_d,business_travel,department,edu_field,gender,job_role,marital
787,49,7,3,3,53240,0,19,2,3,1,2,2.0,20.0,3,1,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
788,40,2,4,3,167520,1,18,3,3,1,2,2.0,8.0,3,3,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced
789,44,5,1,3,52280,0,13,2,5,1,3,1.0,6.0,3,4,4.0,2.0,2.0,0,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single
790,33,10,3,2,27000,3,14,2,4,0,3,0.0,5.0,3,3,4.0,1.0,3.0,0,Travel_Frequently,Human Resources,Medical,Female,Sales Executive,Married
791,34,10,4,1,192460,1,15,5,13,3,12,3.0,15.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Single
792,30,1,2,1,25060,0,22,3,2,2,2,8.0,4.0,4,3,4.0,3.0,2.0,0,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Married
793,42,8,4,1,60620,2,22,2,12,5,8,1.0,12.0,4,3,1.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Single
794,44,5,3,5,43820,2,16,2,1,0,0,7.0,11.0,3,3,1.0,3.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married
795,30,8,3,1,21430,1,17,2,1,0,0,1.0,1.0,3,3,3.0,3.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
796,57,2,1,3,61620,0,14,5,12,2,8,0.0,13.0,3,2,2.0,3.0,2.0,0,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Married
797,49,7,3,2,50940,0,15,5,8,0,7,3.0,29.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Divorced
798,34,2,4,2,68770,0,20,3,14,6,9,7.0,16.0,4,3,2.0,1.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Sales Representative,Divorced
799,28,2,3,1,22740,1,20,5,3,1,2,3.0,5.0,4,3,1.0,3.0,4.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married
801,34,7,1,1,62880,1,15,2,15,10,10,0.0,16.0,3,3,1.0,2.0,4.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single
802,35,7,4,4,25530,1,14,4,1,0,0,1.0,1.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Sales,Other,Female,Healthcare Representative,Married
803,24,3,3,2,76540,1,17,3,0,0,0,2.0,4.0,3,2,2.0,1.0,2.0,1,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Single
804,24,10,3,2,51600,1,17,3,1,0,0,1.0,1.0,3,1,4.0,2.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Female,Manager,Married
805,44,5,2,2,171590,1,22,1,2,2,2,5.0,16.0,4,2,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single
806,29,10,2,1,128080,0,13,6,10,0,4,1.0,10.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced
807,30,1,2,3,102210,1,19,2,5,1,3,0.0,6.0,3,3,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Divorced
808,55,20,3,2,47790,1,14,6,3,1,2,0.0,4.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Married
809,33,7,2,2,37370,2,22,2,5,0,2,8.0,8.0,4,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
810,47,8,4,2,23660,0,17,5,5,1,2,3.0,11.0,3,2,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married
811,28,1,3,2,17060,0,12,3,0,0,0,7.0,8.0,3,3,3.0,1.0,2.0,1,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Single
812,28,8,4,1,163070,0,16,3,1,0,0,1.0,1.0,3,2,1.0,3.0,1.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Divorced
813,28,9,3,2,59330,0,11,3,4,1,3,0.0,5.0,3,3,3.0,1.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single
814,49,5,4,1,34240,0,11,3,3,1,2,4.0,10.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married
815,29,8,1,1,40370,0,14,2,3,0,2,0.0,4.0,3,1,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married
816,28,5,1,2,25590,0,11,3,8,1,7,1.0,8.0,3,2,3.0,2.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married
817,33,15,4,1,62010,3,15,2,0,0,0,2.0,14.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single
818,32,7,3,3,44030,0,20,3,5,0,0,2.0,10.0,4,2,3.0,4.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
819,54,10,3,4,37610,0,12,3,14,1,12,3.0,26.0,3,2,2.0,4.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Female,Research Scientist,Divorced
820,29,5,3,2,109340,2,17,2,9,0,7,6.0,11.0,3,3,1.0,1.0,1.0,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
821,44,26,1,1,107610,1,11,5,20,14,17,3.0,24.0,3,2,4.0,1.0,4.0,0,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married
822,39,6,1,2,51750,1,17,2,2,2,2,4.0,9.0,3,4,2.0,2.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Female,Laboratory Technician,Single
823,46,4,2,3,138260,0,11,1,13,5,1,8.0,23.0,3,2,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
824,35,23,4,2,63340,0,14,2,11,3,3,1.0,11.0,3,4,4.0,2.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
825,23,2,4,2,49360,1,19,2,4,1,2,0.0,5.0,3,2,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manager,Single
826,40,2,3,2,47750,1,15,3,5,1,0,3.0,15.0,3,4,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single
827,34,2,3,2,28180,1,13,2,10,8,6,1.0,10.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married
828,31,29,3,2,25150,0,14,3,7,7,7,1.0,7.0,3,2,4.0,3.0,1.0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Single
829,50,6,3,1,23420,1,12,2,32,13,9,1.0,32.0,3,2,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Manager,Single
830,34,25,5,1,41940,2,17,3,11,5,7,0.0,12.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married
831,42,1,3,1,106850,3,11,2,1,0,0,4.0,4.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married
832,37,2,2,1,20220,0,12,1,10,3,7,1.0,10.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
833,29,1,3,1,23140,0,13,5,7,0,7,3.0,9.0,3,4,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manager,Married
834,33,1,1,1,42560,3,13,1,5,0,2,1.0,5.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
835,45,3,3,3,35800,1,20,1,5,0,3,4.0,8.0,4,2,4.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Married
836,42,1,4,2,31620,2,17,1,20,13,9,2.0,24.0,3,3,4.0,4.0,1.0,0,Travel_Frequently,Human Resources,Technical Degree,Male,Manufacturing Director,Married
837,40,10,1,1,65240,1,13,2,8,7,1,0.0,9.0,3,4,1.0,1.0,4.0,0,Travel_Rarely,Sales,Life Sciences,Female,Manufacturing Director,Married
838,33,9,3,2,28990,0,17,3,15,5,7,1.0,15.0,3,2,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
839,40,5,5,1,52310,2,12,4,21,7,7,1.0,21.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single
840,24,10,2,1,23560,0,13,5,1,0,0,0.0,2.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Manufacturing Director,Divorced
841,40,7,3,1,28000,2,12,0,2,2,2,3.0,8.0,3,2,4.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced
842,45,4,3,3,118360,0,22,2,10,7,7,1.0,10.0,4,4,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced
843,35,10,1,1,109030,0,11,3,5,4,2,0.0,6.0,3,4,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
844,32,22,4,1,29730,0,22,0,7,2,5,3.0,12.0,4,4,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
845,36,9,3,4,142750,1,18,5,3,1,2,3.0,7.0,3,2,3.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single
846,48,12,4,1,55620,1,13,2,8,7,7,8.0,18.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
848,33,9,1,1,76420,1,20,2,2,2,2,2.0,8.0,4,2,1.0,1.0,1.0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married
849,30,1,3,3,179240,2,13,2,10,6,7,1.0,10.0,3,3,2.0,1.0,3.0,1,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Married
850,38,9,3,1,52040,1,13,2,6,1,2,3.0,10.0,3,3,3.0,3.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Manufacturing Director,Married
851,35,7,2,1,22770,1,12,2,3,1,2,1.0,3.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single
852,30,14,3,5,27950,0,13,4,4,1,3,3.0,9.0,3,3,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Married
853,35,2,3,1,25320,0,13,2,1,0,0,1.0,1.0,3,1,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
854,53,19,3,2,25590,0,25,2,33,1,9,0.0,34.0,4,3,3.0,4.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married
855,38,2,3,3,49080,1,19,3,5,1,4,4.0,7.0,3,2,3.0,2.0,3.0,1,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
856,32,10,4,5,23800,0,13,5,6,1,2,4.0,9.0,3,3,4.0,1.0,2.0,0,Non-Travel,Research & Development,Life Sciences,Female,Research Scientist,Married
857,48,2,5,1,47650,1,12,4,8,7,6,8.0,10.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
858,34,3,3,2,20440,0,11,2,1,0,0,1.0,1.0,3,3,1.0,4.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
859,55,11,1,1,26930,0,18,6,36,2,13,1.0,36.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married
861,26,4,3,1,32940,0,11,6,1,0,0,1.0,1.0,3,3,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married
863,38,2,3,1,27780,0,13,5,3,1,2,2.0,8.0,3,2,2.0,2.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single
864,36,1,3,1,23770,2,13,3,1,0,0,6.0,15.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Human Resources,Human Resources,Male,Research Scientist,Single
865,29,10,3,1,24040,0,17,3,10,1,5,1.0,10.0,3,2,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single
866,35,12,2,2,23180,0,19,4,5,0,4,3.0,10.0,3,4,1.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single
867,39,2,2,1,20080,0,12,3,7,7,6,2.0,11.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married
868,29,5,1,1,62440,0,22,3,6,1,3,1.0,6.0,4,3,1.0,4.0,4.0,0,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced
869,50,4,2,1,27990,1,12,0,1,0,0,4.0,27.0,3,1,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married
870,23,7,2,3,105520,0,11,2,2,2,2,2.0,4.0,3,3,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
871,36,21,3,2,23290,0,15,2,3,0,2,3.0,9.0,3,3,1.0,1.0,3.0,0,Travel_Frequently,Sales,Life Sciences,Male,Human Resources,Married
872,42,8,2,5,40140,1,13,3,1,0,1,8.0,24.0,3,3,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single
873,35,4,3,2,74030,1,12,4,10,6,8,1.0,10.0,3,3,2.0,3.0,2.0,0,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married
874,34,25,1,1,22590,0,14,2,8,7,7,1.0,8.0,3,3,4.0,3.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married
875,40,1,4,2,69320,0,13,5,5,1,2,1.0,5.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
876,43,1,1,1,46780,1,25,0,6,0,2,5.0,8.0,4,4,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Other,Male,Manager,Divorced
877,35,6,3,3,135820,1,17,3,1,0,1,1.0,1.0,3,2,3.0,4.0,2.0,0,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married
878,46,12,4,1,23320,0,11,2,26,0,12,1.0,27.0,3,3,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single
879,28,1,3,2,24130,1,16,2,1,0,0,1.0,1.0,3,3,3.0,2.0,3.0,1,Travel_Rarely,Human Resources,Medical,Female,Laboratory Technician,Married
880,22,17,2,3,97050,2,18,3,4,1,3,1.0,4.0,3,2,2.0,3.0,2.0,0,Non-Travel,Sales,Marketing,Male,Sales Executive,Married
881,50,3,3,2,42940,0,20,2,30,12,13,2.0,32.0,4,2,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married
882,32,3,2,3,47210,1,14,3,3,0,2,3.0,6.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
883,44,10,3,3,25190,2,21,2,22,1,10,0.0,23.0,4,3,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,Divorced
884,30,4,3,1,21210,1,13,2,6,1,1,1.0,6.0,3,3,2.0,2.0,2.0,0,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married
885,45,29,2,2,29730,0,12,2,10,1,4,1.0,10.0,3,3,3.0,1.0,3.0,0,Travel_Rarely,Sales,Technical Degree,Female,Research Scientist,Single
886,45,2,4,2,58550,1,14,3,10,4,5,1.0,10.0,3,2,1.0,1.0,3.0,0,Non-Travel,Sales,Life Sciences,Male,Manufacturing Director,Married
887,31,7,3,2,36170,1,21,5,5,0,3,7.0,10.0,4,3,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single
888,36,18,1,2,67250,1,17,3,3,1,1,9.0,7.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married
889,34,28,4,5,103250,1,11,3,9,7,2,1.0,9.0,3,2,3.0,4.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Manufacturing Director,Divorced
890,49,1,4,3,69490,1,14,2,9,1,4,1.0,10.0,3,3,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
891,39,6,2,3,106090,1,17,2,7,7,7,2.0,10.0,3,3,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
892,27,2,1,4,44470,0,13,4,7,0,7,1.0,7.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced
893,35,2,3,2,21570,0,25,1,16,1,10,1.0,16.0,4,2,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
894,28,23,3,3,46010,2,15,2,5,0,0,0.0,6.0,3,3,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
895,21,3,1,1,170990,1,14,2,2,2,2,1.0,3.0,3,3,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
896,18,3,5,1,24790,1,12,2,0,0,0,1.0,0.0,3,2,2.0,4.0,4.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single
897,47,25,4,2,148520,3,19,3,5,1,0,3.0,27.0,3,2,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
898,39,2,4,1,72640,0,17,5,10,0,7,0.0,11.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Divorced
899,40,22,1,1,56660,1,14,2,18,14,12,1.0,18.0,3,3,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
900,35,29,3,2,78230,1,13,3,14,2,9,1.0,15.0,3,3,3.0,3.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Sales Executive,Married
901,37,29,4,1,78800,1,12,2,4,0,2,3.0,9.0,3,4,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married
902,39,2,3,2,131940,0,11,2,9,3,8,0.0,10.0,3,3,1.0,3.0,1.0,0,Travel_Frequently,Research & Development,Technical Degree,Female,Manager,Single
903,45,28,3,2,50670,2,11,3,10,3,9,1.0,10.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced
904,38,2,4,3,50790,0,11,3,5,0,2,3.0,10.0,3,3,4.0,3.0,4.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
905,35,2,3,3,23210,1,12,0,13,6,0,9.0,15.0,3,3,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
906,37,22,3,2,174440,0,14,4,8,7,7,1.0,8.0,3,3,2.0,2.0,1.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
907,40,8,3,2,24040,0,17,2,4,3,3,6.0,18.0,3,2,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single
908,44,2,2,1,34520,1,11,2,10,0,2,4.0,14.0,3,2,1.0,4.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Married
909,48,10,4,3,22700,3,14,2,2,2,2,2.0,23.0,3,3,3.0,4.0,3.0,0,Travel_Frequently,Sales,Marketing,Female,Manager,Married
911,24,15,3,2,54880,1,22,6,6,1,3,1.0,6.0,4,3,1.0,4.0,3.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single
912,27,10,4,3,194190,1,14,2,3,0,2,7.0,5.0,3,1,2.0,3.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married
913,27,7,3,1,28110,0,20,3,4,1,2,2.0,6.0,4,3,4.0,4.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single
914,40,16,4,1,36330,2,16,0,4,0,3,3.0,10.0,3,3,1.0,1.0,1.0,1,Travel_Rarely,Sales,Marketing,Male,Research Director,Single
915,29,20,1,2,41630,1,15,4,5,1,4,9.0,8.0,3,2,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Manager,Single
916,36,23,3,3,21320,0,20,1,3,0,2,4.0,9.0,4,2,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
917,25,5,1,4,139730,0,14,3,7,0,7,1.0,7.0,3,2,4.0,3.0,3.0,0,Travel_Frequently,Sales,Marketing,Male,Manufacturing Director,Divorced
918,39,10,3,2,26840,0,12,2,5,1,0,4.0,7.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Sales,Marketing,Female,Research Director,Married
919,49,4,2,2,108450,0,24,4,4,1,2,3.0,27.0,4,2,1.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Research Director,Married
920,50,2,2,3,43770,1,12,2,14,1,11,5.0,19.0,3,2,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
921,20,18,4,2,37430,1,13,2,2,2,2,1.0,2.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Single
922,34,10,3,3,41480,0,11,3,11,7,9,1.0,11.0,3,3,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
923,36,1,3,2,10510,0,14,2,4,1,3,2.0,15.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single
924,49,6,2,2,107390,3,11,3,15,2,12,2.0,30.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Human Resources,Life Sciences,Female,Research Scientist,Married
925,36,8,4,4,103880,0,14,2,3,1,2,0.0,4.0,3,3,4.0,3.0,3.0,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married
926,36,2,2,2,114160,0,16,2,5,0,4,6.0,13.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced
927,54,24,3,1,26000,0,14,5,10,4,7,3.0,36.0,3,3,2.0,3.0,3.0,0,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
928,43,2,4,1,24220,1,11,2,14,6,11,1.0,14.0,3,3,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married
929,35,17,4,1,54720,1,11,3,11,6,7,3.0,13.0,3,2,4.0,4.0,4.0,1,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single
930,38,19,2,2,24510,1,12,3,13,2,9,7.0,19.0,3,3,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married
931,29,1,2,2,42400,0,14,2,10,0,9,1.0,10.0,3,2,1.0,2.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Divorced
932,33,7,3,5,109990,3,18,3,6,0,4,1.0,6.0,3,2,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
934,31,28,4,2,127420,0,11,4,10,0,2,1.0,10.0,3,2,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married
935,49,2,4,1,42270,0,18,3,2,2,2,4.0,17.0,3,2,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
936,38,29,2,1,39170,3,15,2,4,3,3,1.0,4.0,3,3,4.0,2.0,3.0,0,Travel_Frequently,Sales,Medical,Female,Sales Executive,Single
937,47,1,4,3,183030,1,22,2,3,1,2,6.0,29.0,4,2,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
938,49,21,3,2,23800,0,13,3,8,0,0,4.0,23.0,3,1,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single
939,41,24,4,4,137260,0,12,6,2,0,2,3.0,21.0,3,4,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single
940,20,1,3,1,47770,1,18,3,2,0,2,1.0,2.0,3,3,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single
941,33,18,2,2,63850,0,13,6,6,1,2,1.0,7.0,3,2,3.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced
942,36,2,2,3,199730,0,12,2,3,0,2,6.0,10.0,3,3,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Married
943,44,9,3,3,68610,0,12,2,2,2,2,4.0,8.0,3,2,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced
944,23,6,3,3,49690,0,12,3,5,1,2,1.0,5.0,3,3,4.0,3.0,3.0,1,Travel_Rarely,Human Resources,Life Sciences,Female,Laboratory Technician,Single
945,38,11,2,1,198450,1,11,3,0,0,0,7.0,7.0,3,3,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
946,53,24,3,4,133200,0,11,2,4,1,2,3.0,11.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married
947,48,10,2,1,63470,1,12,3,9,7,7,2.0,19.0,3,1,4.0,3.0,3.0,1,Travel_Frequently,Sales,Marketing,Male,Healthcare Representative,Married
948,32,1,3,2,27430,1,19,2,1,0,0,1.0,1.0,3,3,4.0,2.0,3.0,1,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Single
949,26,18,2,1,108800,1,23,5,7,5,7,1.0,7.0,4,3,4.0,4.0,3.0,0,Non-Travel,Research & Development,Medical,Male,Human Resources,Single
950,55,23,1,5,23420,2,11,2,4,1,2,5.0,8.0,3,3,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced
951,34,28,3,2,176500,1,19,6,15,4,13,1.0,15.0,3,1,2.0,4.0,4.0,0,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married
952,60,17,4,1,40250,1,13,5,1,0,0,3.0,19.0,3,2,3.0,4.0,4.0,0,Travel_Rarely,Sales,Medical,Male,Manager,Divorced
953,33,3,3,3,97250,0,11,0,14,2,13,1.0,14.0,3,3,2.0,2.0,3.0,0,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married
954,37,13,3,1,119040,1,12,4,6,1,3,1.0,6.0,3,3,3.0,4.0,2.0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced
955,34,7,2,1,21770,0,13,5,10,8,7,1.0,10.0,3,3,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
